mh1,mh2,sample
292.160039,1505.53439,"[3.32873059318781, 0.35104551417593743, 3.443563882294918, 3.6274303966300803, 1.4545046888564173, -2.5443667372099323, 0.38488372227839385, -1.5117603542720568, -0.3168452637069228, 0.3053612868208688, -1.855042870831837]"
292.160039,1505.53439,"[-0.9374439117854481, 3.6154404083107865, 3.4023623872345574, -1.3837859075108865, -3.184090581657377, 2.836251642589045, -1.1010785914796442, 2.7894539569971855, -1.9467398975886354, -0.3936904397068375, 3.2586912074087877]"
292.160039,1505.53439,"[-1.2938342249094754, 3.6885520592759917, -0.014417018579350405, -0.23877574978719274, 3.099018604770645, -2.0470686956958764, 3.265068332207279, 2.4047702330269036, 2.341503287005567, -3.2643329718446754, 0.13226511178430478]"
292.160039,1505.53439,"[-1.5992664733135369, 0.3359169882098083, 3.3337792862067834, -0.8119930320263276, -1.8035362607408052, 0.020210835398514426, 1.835376230104516, -2.3025059082047434, -3.3678316221561744, 0.5834134102110484, -2.467433743914305]"
292.160039,1505.53439,"[3.9664395901404292, -1.0697570386945152, 1.0833614158815728, -2.471788700108992, -1.7347037207128242, 3.7913279918411327, 1.2811592361674542, 0.9040651447196932, -2.9779632475693703, -1.0498060818365706, 2.726426350755185]"
292.160039,1505.53439,"[-1.8859644335713712, -3.190786504112622, 1.7648594643797662, -3.8008831549201894, 2.9241425379736317, -1.880427528907184, 3.399016954841038, 2.902393352951729, 0.7073866475150892, -3.9804920275577054, -2.908358370210294]"
292.160039,1505.53439,"[-2.711019045892808, -0.336124633037838, 0.8377501252999684, 1.7640675591828412, -3.028475745777871, -0.25568720474685236, -1.7233944169308568, -3.3966358760620166, -3.6980074035170425, -3.097923915656037, 3.8063392662235707]"
292.160039,1505.53439,"[1.27489903258006, 3.1535565979428553, -0.41877431523657105, 3.6568779329011205, -3.8687188183550614, 3.89711492858328, 3.2335718031997933, 3.6947627489790387, 2.6634963114242884, 0.771930889377912, -0.036390092116092454]"
292.160039,1505.53439,"[1.8780342487509296, 3.1894132027717275, 0.20667056864127265, 1.5490423148923638, 3.7095062910197294, -1.6202265925261194, -1.2477026422410535, 1.4000802234348972, -3.8382440917073053, -0.7639814189244927, -0.8328001372014171]"
292.160039,1505.53439,"[-0.4397385724198708, 3.816950890972463, -0.16058227695105476, -3.2945851274310227, -2.8335447824478903, -2.8499878694877774, 3.765082130668942, -3.6513084058933414, 1.7539555108426086, -2.998323179460175, 1.7503014519245026]"
292.160039,1505.53439,"[1.337677776665326, -1.0668433827695223, 2.916345161051326, 0.5698988523279587, 2.4157259848967225, 0.3604689848661673, -1.5564651963097038, 2.1258627366064724, 1.1764200512496314, -2.923287085958748, 2.1705057581494884]"
292.160039,1505.53439,"[-0.7409498962979493, 1.5394934632437138, 1.6018165513617575, 1.492606520837982, -3.2346527373829046, -0.008098082865902079, 3.1740707742548304, 0.7614827047128019, 1.4970291955022663, -1.2109989632993319, -3.220563083077418]"
292.160039,1505.53439,"[0.3235583497621324, 3.5518754164862925, 2.564198473960028, 0.663199355336471, 3.946666457638397, -3.514230562658515, 1.0033675350370768, -2.525124507630589, -1.286811401093864, -0.8703969800232896, -1.0620811028223036]"
292.160039,1505.53439,"[0.6800113909814893, 2.0953378285714086, -0.8324878181094091, 3.1484327011640696, -2.9838332044598737, -1.9011444550639087, 2.418843693085197, 0.08397615408288228, 0.2811205865370541, 1.679523429067749, 0.6780221790378853]"
292.160039,1505.53439,"[3.5409553968519685, -2.2240128185171226, -2.318360417701876, 2.0204264518529653, 3.1026021667572046, 1.0780562271609213, -2.8359537631541105, -2.668745854207465, -1.7017055478324012, 2.8697289174491054, -3.9331457741879587]"
292.160039,1505.53439,"[2.3002084401118896, 0.20548910271347953, 2.165967162787233, 0.3153235541245838, 3.9951337520917045, 3.141834828975263, -3.0491299521657034, 2.1791985523387707, -0.3079099875551945, -0.6805015719533474, 2.527753099989784]"
292.160039,1505.53439,"[3.7681567921356187, -1.251036003525206, 2.6509397010230433, 2.7162951801736686, 3.375427933971567, 1.938857244389193, 0.6312101319116001, -0.21285145771166025, 1.9931318844570916, 1.6889532563881353, 1.9822280776655132]"
292.160039,1505.53439,"[-1.6987495817975065, -3.452773402856601, -2.1663612145347297, 1.2061791817724377, 1.0279775559709163, -1.5465391943194868, 3.352498000819523, 0.1510903505071619, -2.2787188787834447, -2.9154344936824277, 0.8342501900364452]"
292.160039,1505.53439,"[3.923917627615288, -0.5323469031392607, -1.9595409898740073, -2.695985448765425, -3.357784814384809, 1.679303754420527, 3.7411702177309074, 0.12954391093275763, 0.01779902172819181, -0.5121340033812025, 0.17018857904135842]"
292.160039,1505.53439,"[-1.0807377155379898, 1.614866552860562, -1.9485611077339726, 3.5828132148526235, -3.7569102494188504, 0.382839459274547, 0.3405369991941676, 1.0933164484633622, -3.5543826248524555, 1.758716724316658, -2.5849211402603505]"
292.160039,1505.53439,"[-1.1589722174370856, -2.6138135326213296, 3.301301515593855, -3.007673050718111, -1.5388222066267412, -1.6252900655673583, 0.43008106909359967, -1.874070044566377, -3.3265781898038025, 3.184487066616242, 1.9426032930746553]"
292.160039,1505.53439,"[-2.0805937037421947, -0.8350476636314639, 3.182663430875696, 1.291373901212709, 0.8447363948717204, -2.7530454552606205, 1.5519195831229728, 3.896254286598346, -2.3545061187253857, 2.5265780225252845, -0.7645902951722183]"
292.160039,1505.53439,"[2.6133082921178605, -2.7853304393632516, -3.515411333011331, -3.933552665798599, -2.2031862520852137, 0.5534676242461307, -1.3075234556549464, -3.323405340680724, 2.0090576232041144, -1.6672449416270316, -0.5309409377426411]"
292.160039,1505.53439,"[1.955667791241524, 0.6042256450876868, 2.0471732822799416, -2.729624143982302, 1.8561265067949702, 0.3607671451060721, 2.6291622749270216, 1.7104838804017763, -0.05440321690653782, -3.4963462654235453, -3.737698337440305]"
292.160039,1505.53439,"[1.0547847591412092, -2.7514467111593053, 2.032764868162947, 2.9227306132217246, -2.6187885305939487, 2.6651408247528643, -3.918163438891874, -0.6909413398829507, 0.21641385320106554, 3.6460989039701657, 1.9393283630559877]"
292.160039,1505.53439,"[1.583339074889782, 2.7148320732850353, -3.622711676235692, 3.20313851378011, 1.5172232208310392, -1.042273183986489, -0.2614779678435575, 0.12917984456483644, -3.390120438239273, -2.8470584840562445, 3.1022795586638328]"
292.160039,1505.53439,"[1.7805309364139168, -1.1106315390347925, 0.012217410341061274, -1.8262882329125842, 0.9504602461251572, 3.3243423015553155, 3.5773300259044793, -0.6807957362384407, -1.1639372712330136, 0.14324533908177184, -2.401375753825242]"
292.160039,1505.53439,"[-0.6486847558957063, 2.168589697545171, -3.880247342461554, -1.3784380786819543, -2.8364250223088012, 2.3189067772409553, -1.0920238352282015, 0.5975004779566673, 0.5372173305332888, -3.5186359561823375, 3.421342906610092]"
292.160039,1505.53439,"[3.3689966242304425, 0.10060496715199196, 1.0208378283167958, -2.474356550241202, -0.953293730198923, 1.849887125072902, -0.15680477199214682, -3.415097116851352, 2.5254591217863513, 1.7815004648520265, -0.3229683638615102]"
292.160039,1505.53439,"[-3.0992802351991857, 3.029765106102837, -1.4079034778036776, 0.9580357263664672, 0.09717419246021919, 3.0343402846088576, -2.308679114980351, -0.8652789890751933, 3.440992030335706, -3.7742708136137564, -3.4471220701497183]"
292.160039,1505.53439,"[-3.5973747462370183, -2.3430200655342466, 1.901596790125768, -2.4790284649312593, -0.808974603056134, -3.116077431445225, -0.9411452299729977, -0.04453818430540846, -1.4150924344951976, 1.1816272982511187, 2.047094573490723]"
292.160039,1505.53439,"[3.1469794195049703, -0.66083218773377, -3.4632137376889247, -2.027348854356447, 2.3368750089853103, -3.3359238140366765, 3.489525884945418, 0.8552198284477699, -3.584753098877342, -3.386945265008073, 0.9133658373064932]"
292.160039,1505.53439,"[1.8375042057720101, -0.22598076010402668, -1.3080489146024679, -3.34807172903748, -2.9039996520830194, -2.432864213900655, 2.636576810748469, 1.8627616586063844, -0.46565899918833065, -2.0589732533216134, -1.3627375428670732]"
292.160039,1505.53439,"[3.5618373981966167, 2.0165083873469527, -1.6673707152891968, -0.4712533681726061, -0.8998660616178729, -0.479811927738897, 2.9091157786043276, -3.6569440272215283, 2.4062038256722937, 0.6971526034063134, 0.007958097982884382]"
292.160039,1505.53439,"[2.749151319585284, 0.6553362535099154, 1.2593003573271613, -0.828673842656511, -2.3492958614916617, -1.3843096793340228, 2.3757820627152313, -2.0304224585561643, 0.4743380093763392, -3.9291533419261917, 1.8330231490612823]"
292.160039,1505.53439,"[3.4928570161855843, 2.600971180623077, -0.6208559522482835, -0.8377454725131948, 0.11844579524606313, -0.31035969124676654, -1.957175647725455, -1.5372388873518297, -0.352592053774309, 3.465656695326917, 1.5051373245772073]"
292.160039,1505.53439,"[0.1366187870600406, 0.4474191437009729, 3.808333133986359, -2.7796907696633335, 2.1176527243676535, 0.06214529560071291, -0.4302853456034912, 3.2292800324371465, -1.6840693636194963, 1.8656590547473364, -3.45087766490028]"
292.160039,1505.53439,"[-0.8034378968494336, -0.9627044917235752, -1.4548718340166236, -3.424111683689735, 0.7684293080503357, 3.996945593755811, -1.3445437536637916, -2.357067239748025, -0.8626364198531471, -3.959541130548616, -3.612761945255575]"
292.160039,1505.53439,"[-3.4862486384988447, 0.5040581815185563, 1.7662098049001003, -2.9739774209551957, 3.2500534001201578, -1.7298930388134321, 0.08180829695946024, 2.014974330850179, 1.3851446939280692, -3.2480223946784426, -1.608851777981677]"
292.160039,1505.53439,"[-1.2852778513496865, 3.233708730886967, -3.778159888186517, 0.3725508370496371, 0.6534208155521881, -3.3400694975713634, 1.3515415534584534, 3.851434970078726, 2.5556504701502503, -1.6055135510395893, 3.690663229176235]"
292.160039,1505.53439,"[-1.835712885176382, 3.2358568670249896, -0.2743189448391421, -1.5475766718488657, 1.428000509353681, 0.7157884736621778, 2.460636810162555, -2.591881967595696, 3.584405598964575, 2.129990188486624, 3.0357821670199945]"
292.160039,1505.53439,"[-2.0606847050740944, 3.052564195329981, 0.1226919466090921, -2.04547804263738, 0.46975732428044825, -3.369548000104431, 2.473887576489526, -2.0030429510955488, -1.4677458320990544, 1.8871279845989477, 0.43245856357300383]"
292.160039,1505.53439,"[3.505210109801766, 0.24586886903331262, 0.6345779557691467, -3.227404245546726, 0.1849048259492596, -3.4411074481770827, -1.1757849142610741, 3.7153436476910056, 0.6538194083421267, -3.693066418498538, 2.2225423300991114]"
292.160039,1505.53439,"[-2.068236646160951, -0.41258467546032396, 1.150568788959613, -0.5172584259126083, -1.771432239850255, -2.5971822942594844, 1.8065909412237735, 2.9067706541554896, -1.1907286685724356, 2.8603341035174568, -1.9000372590570365]"
292.160039,1505.53439,"[-1.7811995136885104, 1.6490461246197174, -3.7974648974670906, -2.888597971943467, -3.8254180387433356, -2.749382870571073, 0.6559031304001364, 3.4199758309209987, -2.3089472662365047, -0.701368528157353, -1.5571413847882827]"
292.160039,1505.53439,"[-2.7913403171728532, -0.5164082377693653, -2.6603029479512212, -1.0011706016864919, -0.30620270367774527, -0.9113353524435768, 3.369386340501964, 3.513597376815296, 0.6381711543129827, 1.5535278027021118, -3.3999873006233603]"
292.160039,1505.53439,"[0.8159927931125077, -2.1026013145883313, 0.5884924068256625, 3.0383421848725147, 3.2606880764741577, 2.9672482582642745, -2.4928926209331, 0.5915201275867004, 2.363447027771378, -0.05179720255399278, 3.5963467613508735]"
292.160039,1505.53439,"[3.2303000235693045, 3.2276603839636024, 1.2324386521718242, 0.5067655955744845, -0.7839425436457157, -3.1028203674380608, 2.6441454039830505, 3.336998710839067, 2.8842308888930974, 3.038014497125836, -3.938285331131512]"
292.160039,1505.53439,"[-0.16839745309638854, -2.9657271547738127, -1.008308762311228, 3.584844152111855, 0.5649363716401066, -0.6324724099082308, 2.940189389928716, 2.842399152462084, -2.8431168744607955, 2.1914810430578058, -2.325565856239116]"
292.160039,1505.53439,"[-2.1097717284449473, -0.5589168001911737, 2.8708194971606726, -0.4612466109169313, 0.054012372647227025, -3.85082405624851, -0.5904086831406499, -3.785668096353084, -0.6401517369517125, 1.517722305938964, 3.6927109667239293]"
292.160039,1505.53439,"[-0.62014858887476, -3.871734691067373, 2.7892274645366513, -2.5901587671116415, -2.600302070312666, -2.0017260834141606, -0.4313094746036965, -2.2593124344331557, -3.9019165436955268, -0.6141351415812348, -3.8430483359197485]"
292.160039,1505.53439,"[2.706194454166602, -3.584556664499832, -0.7976584185043318, 1.7405932633312071, 1.9179625425132345, -2.5126515362948005, 3.3779577095735354, -1.8036201073548819, -2.8540122258816263, 3.8901731414956044, -1.403825587030358]"
292.160039,1505.53439,"[0.9153687718484314, -3.2684761214765876, -3.5443482556628956, 1.8937915493846145, -0.7030230740186258, 3.841376405426214, -3.783050334732125, 0.6541731570900504, 2.743612867113396, -2.312002575838487, -0.5973517934152133]"
292.160039,1505.53439,"[3.4645892818590616, -0.37523584095632767, -3.6102225799648906, -1.2691596669042902, -2.7552002314342667, -1.971355205048253, 2.5599110465456016, -2.946006052688565, 2.817352006413297, -3.246918739016828, 0.27904821977277194]"
292.160039,1505.53439,"[-2.553881153217355, -3.243431707574657, -2.405902482286783, -0.07802265895997174, -2.5192251222594777, -2.4661262860212565, 3.3104282966060996, 2.588123253875083, 0.08560733697333411, 1.0624150867856779, -0.3445348696908779]"
292.160039,1505.53439,"[2.5493034001315387, -2.3698687540971743, -3.6237235123045624, -3.900095345183341, -1.9163956045262571, 2.919350083840018, 0.09426600245928984, -3.690066994027328, 0.5973784764739545, -1.2819273528654795, -1.766871374509357]"
292.160039,1505.53439,"[0.907138037625022, 1.56989266048474, -3.2937618103141704, 2.80329078567423, -2.066288106984536, 3.7117304966002136, -3.4250382684220932, -2.3036607955989954, 3.327511054003712, -1.0615515395614485, -3.317963078041025]"
292.160039,1505.53439,"[1.3517276177340563, 3.3152077614397504, 0.1896104116021622, 2.89849022800387, 3.7216982181847555, 0.9959173873421303, 3.51846814043991, -3.3285005341488914, 3.5781680569336816, 3.691898164411337, -1.366916020167877]"
292.160039,1505.53439,"[-3.180271221664791, 1.8404600838155103, 1.690519671012522, 1.237560306721421, -3.4476870947321663, -3.0996308225995497, 3.602843698834472, -1.7174362615766112, -1.1435355742948712, -0.638427223515226, 2.5987844354013667]"
292.160039,1505.53439,"[-0.6223699390866981, -2.409344120195814, 1.1374979201347903, -3.1386737020971385, 0.9708250435738073, -1.7602133751436373, -1.4816049113390672, 3.3325934328243827, -1.793302243737906, 2.7642705647657184, 3.827116230529456]"
292.160039,1505.53439,"[2.653182036237866, 2.0572391721890844, 2.3884013780242688, 1.1676123944257721, -3.7724938409771385, 3.223798248282237, 2.3273687648347785, 1.7069365641698546, 1.005346422050442, -1.476324855758909, -3.5215951193926767]"
292.160039,1505.53439,"[3.7564958289492685, 1.077669493000231, 2.8991410729287717, -0.9184493011503783, -2.7598065291606133, -1.80811980175819, 1.8265816884289903, -3.5138702699386606, -0.247932771217644, 0.833976282496641, 0.28235939300842716]"
292.160039,1505.53439,"[-0.1631716711072766, 1.1805981557222403, -0.2203968568521173, 2.8635763581518097, -2.0681408894516133, -0.44326114673150663, -2.868961567666081, 0.3143248902090372, 1.3265939501986068, 2.8933485786447397, -1.9653230045401227]"
292.160039,1505.53439,"[0.6183777843080263, 3.046633695671357, -3.8275331202797247, 1.1893787744610194, -0.6881084146663472, -1.7757487398606404, 0.6578255476615222, 0.5528921439894798, -3.67175931534892, -1.5292263120238028, -2.438251051504947]"
292.160039,1505.53439,"[-1.9232193145127932, -0.31556168632514936, -3.684574909446833, 3.516184588642611, -1.6004799073893512, 1.0542201323073908, -2.6731751863439115, 1.9493348195672002, -3.0026247713459853, 3.6391752966143924, 1.7910918765802437]"
292.160039,1505.53439,"[-3.172983104039554, 2.896087623249519, -3.293801534120357, 2.830072215161258, 0.5062839840073803, -3.6407820799734303, 2.960650404574209, 1.8840072617806127, -3.751307893636641, -3.187439601652504, 3.008078999614246]"
292.160039,1505.53439,"[2.2889425127992, 0.5876555355678352, 3.308701844259285, 1.547696866249468, -2.438072015277598, 2.0054113040530552, -1.2110238688079233, 1.2247352384989876, -1.5280247448321989, -2.1627925749425456, 0.26308930457208124]"
292.160039,1505.53439,"[-2.970722770684178, -1.374310907787354, -2.9847447022701186, -3.0835851596788, 1.9830632762378073, -3.781444841963567, -3.3754172886209632, -1.8702112604735088, -0.628883698144767, 3.0989366527659783, -2.3945250394738755]"
292.160039,1505.53439,"[1.0910566154136534, -2.5688728851869005, -0.7466095953850518, 1.3610145475723447, 2.939940287203971, -0.8527134783763479, 3.0066200628156556, 0.9995020734475908, -1.327367777359452, -3.3738988044775438, 2.400198663984643]"
292.160039,1505.53439,"[0.3859110948686455, 2.82491058907591, -0.8281805970357565, 0.36400355058173073, -3.1761816071063285, 3.6523342231079132, 3.0023239342950694, 2.3582234032880045, 1.320281554159064, 1.4854758258222835, 2.8853923568316278]"
292.160039,1505.53439,"[2.799369846269709, -1.0630260062653631, 2.467549006547216, 2.0781049052788783, -0.6395807803906859, -2.2525419249964376, 0.3123668127769177, 2.5486015401454933, -2.641509593817024, 2.547045183309888, -2.900799820410856]"
292.160039,1505.53439,"[-0.9553275125405527, -0.39501024045440136, 3.1293016654432755, -3.299794105557935, 0.20042631050534698, -3.830081873428422, 1.716639947306402, -1.867270448134554, -0.8128942111398638, 2.1366695648356107, -2.4745029751251257]"
292.160039,1505.53439,"[0.2519502245997165, -1.2976486772136706, 2.8188879364835673, -3.5988436182848664, -3.2514878256927826, -1.1358367334392812, 1.1749797739439458, 1.7650762494107397, 0.13384885249766754, 3.157410767077044, 2.9437342603143666]"
796.259523,7253.92484,"[-3.2472936905828487, -2.2997555402706853, 3.789929332551872, -1.6082150951882221, -0.8486948958497127, 3.336401699086574, -0.48377690422374986, -2.0199423242135905, -2.7786685070628048, -2.6356405734407744, 1.996908227387661]"
796.259523,7253.92484,"[-2.1961422937017883, -3.4994168100092375, 3.0855263210680395, -0.458840491593719, -1.8115675604372523, 2.3062994873446447, -0.16317536953088485, -0.012211498875539739, 0.11587238496882613, -1.8966650270313927, -3.7306759203335718]"
796.259523,7253.92484,"[-1.7703127235893321, -0.04833218733968536, 3.8780153528390677, -2.4148731253671647, 0.3219485810862288, -1.555345993945453, 1.961208758087726, 0.10419132184262558, -0.7512634358064796, -1.771245296361733, -3.0397374025695862]"
796.259523,7253.92484,"[0.20434963850481136, -1.505957778659437, 1.7724709739098312, -0.1813768376825733, 0.37288656514025575, -3.5477635880945213, 3.9601016606288564, 3.9621181741022404, -2.3743504158860507, -3.39354644942627, 1.8656026418548972]"
796.259523,7253.92484,"[-1.78203524731161, 0.8498560024612525, 3.413505299463549, 0.932123878546137, -2.08664915988423, -0.17266189919050667, 1.4203981902405332, -2.976129568081493, 0.5501031197972237, -2.803633793388319, -0.23462302220585052]"
796.259523,7253.92484,"[-3.5269656899520108, -3.076358390124275, -2.921121312441831, -0.16027924404212612, -2.0726593880431974, -2.3118164106808434, 2.884228489958396, -0.013069361813842661, -1.3854955434079992, 3.705423278559194, 2.636020259571132]"
796.259523,7253.92484,"[3.2699490541373537, 3.3015329839339858, -3.8773857486670744, -1.9704993836987494, -0.7420718991799529, 2.738741243905432, -2.0376024135413306, 3.546422409285581, -0.36940956371581546, -2.9289100955981624, 3.0368509474480856]"
796.259523,7253.92484,"[3.1819697861081035, 3.963102681092349, -1.1975133989825277, -2.9595754129003327, -1.4327977994131995, -2.4632983760976463, -3.9512742143709856, -2.592070431212484, -2.3316811014578978, 0.5373286179756063, -1.2539369723154952]"
796.259523,7253.92484,"[-0.6549986572144153, -3.523485757360864, 0.2801243941812217, 2.7236760505533217, -3.775871465033986, -1.128006778284516, 0.6063932343281264, 2.5254946746254774, 3.077998775111465, -3.6703080652425264, -0.42571705719441244]"
796.259523,7253.92484,"[0.8949000948208861, 1.8158421510320126, 0.5974318593307064, 3.0654462218402596, -2.048537216874445, 0.5759644103828547, 3.7640885769181844, -1.5284618341471772, -0.460276106090987, 3.389764200402732, -1.6209578942526992]"
796.259523,7253.92484,"[1.3937645692135847, 1.0130883481100827, 3.425264155114329, -0.7472861874167673, 2.028707380104903, 0.6696799617996803, -1.4919180919570003, 2.0815352014300945, -2.2698411793397417, -3.5525509765203047, -0.47906993737818127]"
796.259523,7253.92484,"[0.37206871226905136, -0.7962603970692852, 3.296530583468761, -2.997425285245357, 3.9233993512327316, -1.9687046849602776, 3.1731958079796074, -0.08693514720122231, -0.09124921931378527, -1.7593378539752624, -2.198307945603834]"
796.259523,7253.92484,"[-2.6800849100631474, -2.059680189385598, 2.6711327243165837, -1.652010920381267, 1.766069290804623, -0.6565359032675326, -1.0103606686125683, 2.7847881658435982, 2.744051194182588, 1.6740759559501956, 2.19093590336131]"
796.259523,7253.92484,"[2.4533265748801893, -0.23401485020964863, -2.1594715358635934, 0.27644799191676395, -2.763921785311701, 1.0185362837207919, 3.936579069849704, -3.7598382715250125, -3.38313739020166, 1.9722338011706304, 0.8768939750093754]"
796.259523,7253.92484,"[3.7354455506123365, 1.9165169985069221, -2.720781577356316, -1.0522812367531964, 0.44002430537326553, 2.440088086552323, 3.2171991360066112, 0.8608608297904699, -2.123078872682542, -3.144203984620555, 0.6076733130523069]"
796.259523,7253.92484,"[1.4160434170095444, -2.5849005866462544, 1.9634634382863858, -0.7207005206973962, 3.241325373709225, 0.5175684700192438, 0.6346950358320074, -0.4457518469002242, -0.09455512411065392, 3.7001563087519287, -1.7980657809561107]"
796.259523,7253.92484,"[-0.7103788948054328, -3.4169732398932924, -1.1521660668896878, 2.868685766193386, -2.32972200453332, 0.4884705741800355, -2.0457734541711536, 2.9657726556920387, -1.6901424467779194, -2.140578369290626, 0.3664180714308287]"
796.259523,7253.92484,"[3.6087463660761454, -3.3106959723855, -0.8010311011372693, -1.7245545654176144, 0.734468326040675, -3.426922767949315, -2.1416242364611673, -1.672228506850793, 3.978875620935937, -2.608544102522222, 1.1028625188239136]"
796.259523,7253.92484,"[0.5955020289828061, -2.5915105475404108, -2.4453096324620365, 0.09193178653960477, -0.4175435642426901, -0.5080719660468924, -0.493083753841975, 2.0220036252469837, -2.5533029343946625, -0.25175350269514496, -0.805714601852328]"
796.259523,7253.92484,"[-3.0206171729853812, -0.16635010038087383, -2.2962404059722052, -3.921909108780313, -3.079167096111502, -0.2431804290872286, 1.0132696103681438, 3.3055071860286525, -0.9698238841218165, 1.8478922943281333, 1.4855400648026098]"
796.259523,7253.92484,"[-3.977388715594932, -0.9625587127604547, 2.264787479962326, 2.7824761563660614, -3.361448521450824, -1.2069241894048028, -3.8107667680821598, 3.7862986217885197, 3.782402694790388, 3.817559268370931, 0.4341128924263469]"
796.259523,7253.92484,"[2.341055031765734, 3.8590039832292895, 2.9512089375634103, 2.0780564783975457, -3.7916101964128, -3.24806854191365, -3.4938858733348432, 2.4562060769274723, -0.7845719718491235, 2.5937821889987207, 1.3983482953021094]"
796.259523,7253.92484,"[-1.837193967573782, 0.6792332452997938, -0.027213835664772645, 2.956600061470911, 2.9788492091946646, 1.2835690469477994, 0.3194849913833586, -1.9079239391693683, -1.6014469710886914, 3.216397567397056, -2.2903875120691986]"
796.259523,7253.92484,"[-2.0099261977502305, 0.6612838707966988, -1.5602862572845995, -3.4594066435531152, 1.3558923809985908, 1.8872316862776142, 0.6387581136387839, 1.5014013584968628, -1.1223151855592999, -1.042895680666196, 3.8162988990427493]"
796.259523,7253.92484,"[2.089872755445663, 3.5213277497349083, -2.9132516414441367, 3.1027481306556037, -0.20617404317384302, 0.27655752204885964, 3.314035940892931, -1.260537267729875, -0.7097640578117357, -1.0407705409803354, -2.1118091710864686]"
796.259523,7253.92484,"[1.355387607377354, -1.203188677844608, -0.8971713929732763, -1.6671651819979623, 3.9340065674377795, -2.34522878656884, 1.67207408460711, -0.10636223535939049, -2.845249053662495, -3.0597621926217027, 2.196116936873774]"
796.259523,7253.92484,"[0.9141283291956182, -1.7602103424524538, 0.9276353999903479, -2.2294332071502865, 3.285023498612058, 0.4503887989530089, 0.4421819268038547, -2.7956449217104504, -3.452140952889864, 1.7629453476618977, 2.7686687525561657]"
796.259523,7253.92484,"[0.8135771613860339, 2.0646017951967783, -3.0096405623584683, 2.477021954709368, -3.798834845257372, -3.400910300563897, 2.1650710150892953, 3.4615153896783326, 2.662330010397996, 0.10138227281327516, -3.685777654712549]"
796.259523,7253.92484,"[2.110064807964619, -3.8594154543255907, -0.0665003176613137, -3.0799831975692777, -1.6365937097337797, 3.764569110496276, -3.507036912703959, 1.9919705440160431, -2.2453651183556502, -0.15044895382187828, -3.3078700589284935]"
796.259523,7253.92484,"[3.510593610609291, 1.982620669508214, -3.454356526590031, -3.792607350862414, -1.6154505465842632, -1.7188055151711978, 1.8511285275213876, 3.2831027697414488, -3.0856924246985242, -1.6547997449025624, -2.7235104820184146]"
796.259523,7253.92484,"[-2.6207246173103798, 2.9598261977361604, -3.198935331851196, 1.5755675680365773, -2.095678178679723, -0.8599974123805243, 0.10649979127375886, -2.2945339314336826, -3.197846372696639, -0.23392433516392863, 0.3302350252724544]"
796.259523,7253.92484,"[0.11936087073458879, 2.9444840693089844, -3.998619841128664, 1.1607434013426072, 1.9611413144780387, 1.4377982970262284, 1.5214139834916507, -0.9176003310150316, 3.6160016354304325, -0.3347557647268875, -2.7437071447088384]"
796.259523,7253.92484,"[1.293708861027918, -1.4538710276790878, 0.2997588111022331, -2.7763489269249133, 3.77393180603654, -3.726357975886689, -3.6733374547097517, 3.5061589680104612, -2.7105287262633304, 2.709716970641745, -1.4136753215560383]"
212.408166,3689.45524,"[-2.3364555166922827, 1.4785779042658822, -2.775792135371118, -0.7530048256343198, -2.2624704712058934, 0.3187646918415048, -1.5994663964665206, -3.4711744019638724, 1.77043318050975, -3.899005385448281, -0.007628834515475802]"
212.408166,3689.45524,"[-2.473849354740506, 1.0996061147926888, -0.15479733918338034, 0.4667546828683653, 2.2060121504742245, -1.655283786419882, -3.5739397081544206, 2.0940372776227996, -1.137644256006637, 2.904973951678553, -1.8183556623477974]"
212.408166,3689.45524,"[1.7791870612542668, -3.5888662080407006, 2.2118233991960485, -0.3299054260492795, 3.718930463987898, -0.00501604792197341, 3.084433816945231, 1.5937933548627683, 0.9392045622038916, -0.33140449997472565, -0.11298490158881247]"
212.408166,3689.45524,"[3.0354446093284073, 0.3639842268355631, -0.41243271354636857, 3.1428738928868087, 2.7317500771742553, 2.3915598994825613, 1.5049553580400117, -3.9643258807264194, -1.5931506784653413, 1.789581767844255, 1.3448822333291153]"
212.408166,3689.45524,"[-2.9676345051521427, 3.427546546727628, -1.3680160164246251, -0.9088205135206939, -0.4303336455300606, -3.8880151871695015, 1.711734578670134, -1.3826779368916382, 0.4644830440070109, -2.1449788646271424, 1.5337732884971143]"
212.408166,3689.45524,"[3.856867592808076, -3.932200062591237, -3.6230692972523535, 2.1692310840917575, 1.2005810864119821, -1.0938569725022251, -2.1518908616994965, -2.6139814579644796, 2.9545825907154013, 3.359030940649376, -1.2492415260354335]"
212.408166,3689.45524,"[2.1605209608070837, 2.388999866841047, 3.123548702474296, -1.7542277730370834, -0.8218412933186947, -2.67804327287811, 0.4422061954072438, -2.429673204666469, 0.5282631273020666, -3.846361129964712, -0.8687733359767353]"
212.408166,3689.45524,"[-2.608695150302376, -0.5613862005827812, 3.00939562206767, -3.9648361917183426, -2.4053534423051026, -3.3531600658540412, 1.3183022297016302, -1.6574491746965707, 1.7605369346856463, 0.3580558968511367, 2.3711563806193885]"
212.408166,3689.45524,"[-2.8633584210465752, -3.592069101179458, 2.4039026305174858, 1.3832554520897826, 3.92076534466383, 0.792530485961823, -0.47345869926990325, 1.0383209400210536, -3.749468204170678, -0.6433371715985903, -0.14135406628033742]"
